Time_[s],TwHt1ALxt_[m/s^2],TwHt1ALyt_[m/s^2],TwHt2ALxt_[m/s^2],TwHt2ALyt_[m/s^2],TwHt3ALxt_[m/s^2],TwHt3ALyt_[m/s^2],TwHt4ALxt_[m/s^2],TwHt4ALyt_[m/s^2],TwHt5ALxt_[m/s^2],TwHt5ALyt_[m/s^2],TwHt6ALxt_[m/s^2],TwHt6ALyt_[m/s^2],TwHt7ALxt_[m/s^2],TwHt7ALyt_[m/s^2],TwHt8ALxt_[m/s^2],TwHt8ALyt_[m/s^2],TwHt9ALxt_[m/s^2],TwHt9ALyt_[m/s^2],TwHt1MLxt_[kN-m],TwHt1MLyt_[kN-m],TwHt2MLxt_[kN-m],TwHt2MLyt_[kN-m],TwHt3MLxt_[kN-m],TwHt3MLyt_[kN-m],TwHt4MLxt_[kN-m],TwHt4MLyt_[kN-m],TwHt5MLxt_[kN-m],TwHt5MLyt_[kN-m],TwHt6MLxt_[kN-m],TwHt6MLyt_[kN-m],TwHt7MLxt_[kN-m],TwHt7MLyt_[kN-m],TwHt8MLxt_[kN-m],TwHt8MLyt_[kN-m],TwHt9MLxt_[kN-m],TwHt9MLyt_[kN-m]
3.0875,-0.017357044,-0.015194317,-0.034714087,-0.030388635,-0.052071131,-0.045582952,-0.069428174,-0.060777269,-0.086785218,-0.075971587,-0.10414226,-0.091165904,-0.1214993,-0.10636022,-0.13885635,-0.12155454,-0.15621339,-0.13674886,-69.100326,-93.235136,-138.20065,-186.47027,-207.30098,-279.70541,-276.4013,-372.94054,-345.50163,-466.17568,-414.60195,-559.41082,-483.70228,-652.64595,-552.80261,-745.88109,-621.90293,-839.11622
3.1000,-0.017762729,-0.015712637,-0.035525458,-0.031425275,-0.053288187,-0.047137912,-0.071050916,-0.062850549,-0.088813645,-0.078563187,-0.10657637,-0.094275824,-0.1243391,-0.10998846,-0.14210183,-0.1257011,-0.15986456,-0.14141374,-71.994062,-94.684239,-143.98812,-189.36848,-215.98219,-284.05272,-287.97625,-378.73696,-359.97031,-473.42119,-431.96437,-568.10543,-503.95843,-662.78967,-575.95249,-757.47391,-647.94656,-852.15815
3.1125,-0.018136469,-0.016204753,-0.036272937,-0.032409506,-0.054409406,-0.048614258,-0.072545875,-0.064819011,-0.090682344,-0.081023764,-0.10881881,-0.097228517,-0.12695528,-0.11343327,-0.14509175,-0.12963802,-0.16322822,-0.14584278,-74.767731,-95.963056,-149.53546,-191.92611,-224.30319,-287.88917,-299.07092,-383.85222,-373.83866,-479.81528,-448.60639,-575.77833,-523.37412,-671.74139,-598.14185,-767.70444,-672.90958,-863.6675
3.1250,-0.018477591,-0.016669843,-0.036955181,-0.033339686,-0.055432772,-0.050009529,-0.073910363,-0.066679372,-0.092387953,-0.083349215,-0.11086554,-0.10001906,-0.12934313,-0.1166889,-0.14782073,-0.13335874,-0.16629832,-0.15002859,-77.416708,-97.069286,-154.83342,-194.13857,-232.25012,-291.20786,-309.66683,-388.27714,-387.08354,-485.34643,-464.50025,-582.41572,-541.91695,-679.485,-619.33366,-776.55429,-696.75037,-873.62357
3.1375,-0.018785481,-0.017107133,-0.037570963,-0.034214265,-0.056356444,-0.051321398,-0.075141925,-0.06842853,-0.093927406,-0.085535663,-0.11271289,-0.1026428,-0.13149837,-0.11974993,-0.15028385,-0.13685706,-0.16906933,-0.15396419,-79.936574,-98.00094,-159.87315,-196.00188,-239.80972,-294.00282,-319.7463,-392.00376,-399.68287,-490.0047,-479.61945,-588.00564,-559.55602,-686.00658,-639.49259,-784.00752,-719.42917,-882.00846
3.1500,-0.019059587,-0.017515892,-0.038119174,-0.035031784,-0.05717876,-0.052547676,-0.076238347,-0.070063568,-0.095297934,-0.08757946,-0.11435752,-0.10509535,-0.13341711,-0.12261124,-0.15247669,-0.14012714,-0.17153628,-0.15764303,-82.323128,-98.756344,-164.64626,-197.51269,-246.96938,-296.26903,-329.29251,-395.02537,-411.61564,-493.78172,-493.93877,-592.53806,-576.2619,-691.2944,-658.58503,-790.05075,-740.90815,-888.80709
3.1625,-0.019299414,-0.01789544,-0.038598829,-0.035790879,-0.057898243,-0.053686319,-0.077197658,-0.071581758,-0.096497072,-0.089477198,-0.11579649,-0.10737264,-0.1350959,-0.12526808,-0.15439532,-0.14316352,-0.17369473,-0.16105896,-84.572389,-99.334137,-169.14478,-198.66827,-253.71717,-298.00241,-338.28956,-397.33655,-422.86195,-496.67068,-507.43433,-596.00482,-592.00672,-695.33896,-676.57911,-794.67309,-761.1515,-894.00723
3.1750,-0.019504533,-0.018245142,-0.039009065,-0.036490285,-0.058513598,-0.054735427,-0.07801813,-0.072980569,-0.097522663,-0.091225712,-0.1170272,-0.10947085,-0.13653173,-0.127716,-0.15603626,-0.14596114,-0.17554079,-0.16420628,-86.680606,-99.733281,-173.36121,-199.46656,-260.04182,-299.19984,-346.72242,-398.93312,-433.40303,-498.66641,-520.08364,-598.39969,-606.76424,-698.13297,-693.44485,-797.86625,-780.12545,-897.59953
3.1875,-0.019674573,-0.018564417,-0.039349145,-0.037128834,-0.059023718,-0.055693251,-0.07869829,-0.074257668,-0.098372863,-0.092822086,-0.11804744,-0.1113865,-0.13772201,-0.12995092,-0.15739658,-0.14851534,-0.17707115,-0.16707975,-88.644263,-99.953058,-177.28853,-199.90612,-265.93279,-299.85918,-354.57705,-399.81223,-443.22131,-499.76529,-531.86558,-599.71835,-620.50984,-699.67141,-709.1541,-799.62447,-797.79837,-899.57753
3.2000,-0.019809229,-0.018852731,-0.039618457,-0.037705463,-0.059427686,-0.056558194,-0.079236914,-0.075410926,-0.099046143,-0.094263657,-0.11885537,-0.11311639,-0.1386646,-0.13196912,-0.15847383,-0.15082185,-0.17828306,-0.16967458,-90.460085,-99.993074,-180.92017,-199.98615,-271.38026,-299.97922,-361.84034,-399.97229,-452.30043,-499.96537,-542.76051,-599.95844,-633.2206,-699.95151,-723.68068,-799.94459,-814.14077,-899.93766
3.2125,-0.019908258,-0.019109605,-0.039816516,-0.038219209,-0.059724775,-0.057328814,-0.079633033,-0.076438418,-0.099541291,-0.095548023,-0.11944955,-0.11465763,-0.13935781,-0.13376723,-0.15926607,-0.15287684,-0.17917432,-0.17198644,-92.125044,-99.853255,-184.25009,-199.70651,-276.37513,-299.55976,-368.50018,-399.41302,-460.62522,-499.26627,-552.75026,-599.11953,-644.87531,-698.97278,-737.00035,-798.82604,-829.1254,-898.67929
3.2250,-0.019971484,-0.019334608,-0.039942967,-0.038669216,-0.059914451,-0.058003824,-0.079885934,-0.077338432,-0.099857418,-0.096673039,-0.1198289,-0.11600765,-0.13980039,-0.13534226,-0.15977187,-0.15467686,-0.17974335,-0.17401147,-93.636363,-99.533853,-187.27273,-199.06771,-280.90909,-298.60156,-374.54545,-398.13541,-468.18182,-497.66926,-561.81818,-597.20312,-655.45454,-696.73697,-749.09091,-796.27082,-842.72727,-895.80468
3.2375,-0.019998791,-0.019527366,-0.039997582,-0.039054733,-0.059996373,-0.058582099,-0.079995164,-0.078109465,-0.099993955,-0.097636832,-0.11999275,-0.1171642,-0.13999154,-0.13669156,-0.15999033,-0.15621893,-0.17998912,-0.1757463,-94.991522,-99.035443,-189.98304,-198.07089,-284.97457,-297.10633,-379.96609,-396.14177,-474.95761,-495.17722,-569.94913,-594.21266,-664.94066,-693.2481,-759.93218,-792.28354,-854.9237,-891.31899
3.2500,-0.019990131,-0.019687558,-0.039980262,-0.039375117,-0.059970394,-0.059062675,-0.079960525,-0.078750233,-0.099950656,-0.098437792,-0.11994079,-0.11812535,-0.13993092,-0.13781291,-0.15992105,-0.15750047,-0.17991118,-0.17718803,-96.188261,-98.358921,-192.37652,-196.71784,-288.56478,-295.07676,-384.75304,-393.43569,-480.9413,-491.79461,-577.12956,-590.15353,-673.31783,-688.51245,-769.50609,-786.87137,-865.69435,-885.23029
3.2625,-0.01994552,-0.019814917,-0.03989104,-0.039629834,-0.05983656,-0.05944475,-0.079782079,-0.079259667,-0.099727599,-0.099074584,-0.11967312,-0.1188895,-0.13961864,-0.13870442,-0.15956416,-0.15851933,-0.17950968,-0.17833425,-97.224583,-97.505505,-194.44917,-195.01101,-291.67375,-292.51651,-388.89833,-390.02202,-486.12292,-487.52752,-583.3475,-585.03303,-680.57208,-682.53853,-777.79667,-780.04404,-875.02125,-877.54954
3.2750,-0.019865037,-0.019909229,-0.039730074,-0.039818459,-0.059595112,-0.059727688,-0.079460149,-0.079636917,-0.099325186,-0.099546147,-0.11919022,-0.11945538,-0.13905526,-0.13936461,-0.1589203,-0.15927383,-0.17878533,-0.17918306,-98.098761,-96.476727,-196.19752,-192.95345,-294.29628,-289.43018,-392.39504,-385.90691,-490.49381,-482.38364,-588.59257,-578.86036,-686.69133,-675.33709,-784.79009,-771.81382,-882.88885,-868.29055
3.2875,-0.019748828,-0.019970339,-0.039497656,-0.039940677,-0.059246484,-0.059911016,-0.078995312,-0.079881354,-0.09874414,-0.099851693,-0.11849297,-0.11982203,-0.1382418,-0.13979237,-0.15799062,-0.15976271,-0.17773945,-0.17973305,-98.809337,-95.27444,-197.61867,-190.54888,-296.42801,-285.82332,-395.23735,-381.09776,-494.04668,-476.3722,-592.85602,-571.64664,-691.66536,-666.92108,-790.47469,-762.19552,-889.28403,-857.46996
3.3000,-0.019597101,-0.019998143,-0.039194202,-0.039996285,-0.058791303,-0.059994428,-0.078388404,-0.079992571,-0.097985505,-0.099990714,-0.11758261,-0.11998886,-0.13717971,-0.139987,-0.15677681,-0.15998514,-0.17637391,-0.17998328,-99.355125,-93.900805,-198.71025,-187.80161,-298.06537,-281.70241,-397.4205,-375.60322,-496.77562,-469.50402,-596.13075,-563.40483,-695.48587,-657.30563,-794.841,-751.20644,-894.19612,-845.10724
3.3125,-0.019410129,-0.019992595,-0.038820259,-0.039985191,-0.058230388,-0.059977786,-0.077640518,-0.079970381,-0.097050647,-0.099962977,-0.11646078,-0.11995557,-0.13587091,-0.13994817,-0.15528104,-0.15994076,-0.17469117,-0.17993336,-99.735215,-92.358293,-199.47043,-184.71659,-299.20565,-277.07488,-398.94086,-369.43317,-498.67608,-461.79146,-598.41129,-554.14976,-698.14651,-646.50805,-797.88172,-738.86634,-897.61694,-831.22463
3.3250,-0.019188249,-0.019953706,-0.038376499,-0.039907411,-0.057564748,-0.059861117,-0.076752998,-0.079814822,-0.095941247,-0.099768528,-0.1151295,-0.11972223,-0.13431775,-0.13967594,-0.153506,-0.15962964,-0.17269424,-0.17958335,-99.948974,-90.649677,-199.89795,-181.29935,-299.84692,-271.94903,-399.7959,-362.59871,-499.74487,-453.24838,-599.69384,-543.89806,-699.64282,-634.54774,-799.59179,-725.19741,-899.54077,-815.84709
3.3375,-0.01893186,-0.019881539,-0.03786372,-0.039763077,-0.05679558,-0.059644616,-0.07572744,-0.079526154,-0.0946593,-0.099407693,-0.11359116,-0.11928923,-0.13252302,-0.13917077,-0.15145488,-0.15905231,-0.17038674,-0.17893385,-99.996045,-88.778031,-199.99209,-177.55606,-299.98814,-266.33409,-399.98418,-355.11212,-499.98023,-443.89015,-599.97627,-532.66818,-699.97232,-621.44622,-799.96836,-710.22425,-899.96441,-799.00228
3.3500,-0.018641422,-0.019776214,-0.037282844,-0.039552429,-0.055924267,-0.059328643,-0.074565689,-0.079104857,-0.093207111,-0.098881072,-0.11184853,-0.11865729,-0.13048996,-0.1384335,-0.14913138,-0.15820971,-0.1677728,-0.17798593,-99.876349,-86.74672,-199.7527,-173.49344,-299.62905,-260.24016,-399.5054,-346.98688,-499.38175,-433.7336,-599.2581,-520.48032,-699.13445,-607.22704,-799.0108,-693.97376,-898.88714,-780.72048
3.3625,-0.018317459,-0.019637909,-0.036634917,-0.039275817,-0.054952376,-0.058913726,-0.073269834,-0.078551635,-0.091587293,-0.098189544,-0.10990475,-0.11782745,-0.12822221,-0.13746536,-0.14653967,-0.15710327,-0.16485713,-0.17674118,-99.590087,-84.559399,-199.18017,-169.1188,-298.77026,-253.6782,-398.36035,-338.2376,-497.95043,-422.797,-597.54052,-507.35639,-697.13061,-591.91579,-796.72069,-676.47519,-896.31078,-761.03459
3.3750,-0.017960552,-0.019466852,-0.035921103,-0.038933705,-0.053881655,-0.058400557,-0.071842206,-0.07786741,-0.089802758,-0.097334262,-0.10776331,-0.11680111,-0.12572386,-0.13626797,-0.14368441,-0.15573482,-0.16164496,-0.17520167,-99.137735,-82.220001,-198.27547,-164.44,-297.4132,-246.66,-396.55094,-328.88,-495.68867,-411.1,-594.82641,-493.32,-693.96414,-575.54,-793.10188,-657.76,-892.23961,-739.98001
3.3875,-0.017571343,-0.019263331,-0.035142686,-0.038526661,-0.052714029,-0.057789992,-0.070285372,-0.077053322,-0.087856715,-0.096316653,-0.10542806,-0.11557998,-0.1229994,-0.13484331,-0.14057074,-0.15410664,-0.15814209,-0.17336998,-98.520048,-79.732732,-197.0401,-159.46546,-295.56014,-239.1982,-394.08019,-318.93093,-492.60024,-398.66366,-591.12029,-478.39639,-689.64033,-558.12913,-788.16038,-637.86186,-886.68043,-717.59459
3.4000,-0.017150533,-0.019027683,-0.034301066,-0.038055365,-0.051451599,-0.057083048,-0.068602132,-0.076110731,-0.085752666,-0.095138413,-0.1029032,-0.1141661,-0.12005373,-0.13319378,-0.13720426,-0.15222146,-0.1543548,-0.17124914,-97.738055,-77.102067,-195.47611,-154.20413,-293.21417,-231.3062,-390.95222,-308.40827,-488.69028,-385.51034,-586.42833,-462.6124,-684.16639,-539.71447,-781.90444,-616.81654,-879.6425,-693.91861
3.4125,-0.016698879,-0.018760302,-0.033397757,-0.037520603,-0.050096636,-0.056280905,-0.066795514,-0.075041207,-0.083494393,-0.093801509,-0.10019327,-0.11256181,-0.11689215,-0.13132211,-0.13359103,-0.15008241,-0.15028991,-0.16884272,-96.793062,-74.332737,-193.58612,-148.66547,-290.37919,-222.99821,-387.17225,-297.33095,-483.96531,-371.66368,-580.75837,-445.99642,-677.55144,-520.32916,-774.3445,-594.6619,-871.13756,-668.99463
3.4250,-0.016217192,-0.018461634,-0.032434383,-0.036923267,-0.048651575,-0.055384901,-0.064868766,-0.073846535,-0.081085958,-0.092308168,-0.09730315,-0.1107698,-0.11352034,-0.12923144,-0.12973753,-0.14769307,-0.14595472,-0.1661547,-95.686645,-71.429722,-191.37329,-142.85944,-287.05993,-214.28916,-382.74658,-285.71889,-478.43322,-357.14861,-574.11987,-428.57833,-669.80651,-500.00805,-765.49316,-571.43777,-861.1798,-642.86749
3.4375,-0.015706339,-0.018132177,-0.031412677,-0.036264353,-0.047119016,-0.05439653,-0.062825354,-0.072528706,-0.078531693,-0.090660883,-0.094238032,-0.10879306,-0.10994437,-0.12692524,-0.12565071,-0.14505741,-0.14135705,-0.16318959,-94.420647,-68.398242,-188.84129,-136.79648,-283.26194,-205.19473,-377.68259,-273.59297,-472.10324,-341.99121,-566.52388,-410.38945,-660.94453,-478.7877,-755.36518,-547.18594,-849.78583,-615.58418
3.4500,-0.015167238,-0.01777248,-0.030334477,-0.03554496,-0.045501715,-0.053317439,-0.060668953,-0.071089919,-0.075836192,-0.088862399,-0.09100343,-0.10663488,-0.10617067,-0.12440736,-0.12133791,-0.14217984,-0.13650514,-0.15995232,-92.997182,-65.243751,-185.99436,-130.4875,-278.99154,-195.73125,-371.98873,-260.97501,-464.98591,-326.21876,-557.98309,-391.46251,-650.98027,-456.70626,-743.97745,-521.95001,-836.97463,-587.19376
3.4625,-0.01460086,-0.017383143,-0.02920172,-0.034766287,-0.043802581,-0.05214943,-0.058403441,-0.069532573,-0.073004301,-0.086915717,-0.087605161,-0.10429886,-0.10220602,-0.121682,-0.11680688,-0.13906515,-0.13140774,-0.15644829,-91.418622,-61.971922,-182.83724,-123.94384,-274.25586,-185.91576,-365.67449,-247.88769,-457.09311,-309.85961,-548.51173,-371.83153,-639.93035,-433.80345,-731.34897,-495.77537,-822.76759,-557.74729
3.4750,-0.014008223,-0.016964816,-0.028016446,-0.033929633,-0.042024669,-0.050894449,-0.056032892,-0.067859266,-0.070041115,-0.084824082,-0.084049338,-0.1017889,-0.098057561,-0.11875372,-0.11206578,-0.13571853,-0.12607401,-0.15268335,-89.6876,-58.588638,-179.3752,-117.17728,-269.0628,-175.76591,-358.7504,-234.35455,-448.438,-292.94319,-538.1256,-351.53183,-627.8132,-410.12046,-717.5008,-468.7091,-807.1884,-527.29774
3.4875,-0.013390392,-0.016518197,-0.026780785,-0.033036394,-0.040171177,-0.049554591,-0.05356157,-0.066072787,-0.066951962,-0.082590984,-0.080342355,-0.099109181,-0.093732747,-0.11562738,-0.10712314,-0.13214557,-0.12051353,-0.14866377,-87.807003,-55.099984,-175.61401,-110.19997,-263.42101,-165.29995,-351.22801,-220.39994,-439.03502,-275.49992,-526.84202,-330.5999,-614.64902,-385.69989,-702.45603,-440.79987,-790.26303,-495.89985
3.5000,-0.01274848,-0.016044029,-0.02549696,-0.032088059,-0.038245439,-0.048132088,-0.050993919,-0.064176117,-0.063742399,-0.080220147,-0.076490879,-0.096264176,-0.089239359,-0.11230821,-0.10198784,-0.12835223,-0.11473632,-0.14439626,-85.779968,-51.512235,-171.55994,-103.02447,-257.33991,-154.5367,-343.11987,-206.04894,-428.89984,-257.56117,-514.67981,-309.07341,-600.45978,-360.58564,-686.23975,-412.09788,-772.01972,-463.61011
3.5125,-0.012083639,-0.015543105,-0.024167279,-0.031086209,-0.036250918,-0.046629314,-0.048334558,-0.062172419,-0.060418197,-0.077715523,-0.072501836,-0.093258628,-0.084585476,-0.10880173,-0.096669115,-0.12434484,-0.10875275,-0.13988794,-83.609876,-47.831842,-167.21975,-95.663685,-250.82963,-143.49553,-334.4395,-191.32737,-418.04938,-239.15921,-501.65925,-286.99105,-585.26913,-334.8229,-668.879,-382.65474,-752.48888,-430.48658
3.5250,-0.011397067,-0.015016258,-0.022794134,-0.030032517,-0.034191201,-0.045048775,-0.045588268,-0.060065033,-0.056985335,-0.075081291,-0.068382402,-0.09009755,-0.079779469,-0.10511381,-0.091176536,-0.12013007,-0.1025736,-0.13514632,-81.300344,-44.065426,-162.60069,-88.130852,-243.90103,-132.19628,-325.20138,-176.2617,-406.50172,-220.32713,-487.80206,-264.39256,-569.10241,-308.45798,-650.40275,-352.52341,-731.70309,-396.58884
3.5375,-0.010689997,-0.014464369,-0.021379995,-0.028928738,-0.032069992,-0.043393106,-0.042759989,-0.057857475,-0.053449987,-0.072321844,-0.064139984,-0.086786213,-0.074829981,-0.10125058,-0.085519979,-0.11571495,-0.096209976,-0.13017932,-78.855225,-40.21976,-157.71045,-80.43952,-236.56567,-120.65928,-315.4209,-160.87904,-394.27612,-201.0988,-473.13135,-241.31856,-551.98657,-281.53832,-630.8418,-321.75808,-709.69702,-361.97784
3.5500,-0.0099637021,-0.013888357,-0.019927404,-0.027776713,-0.029891106,-0.04166507,-0.039854808,-0.055553427,-0.049818511,-0.069441783,-0.059782213,-0.08333014,-0.069745915,-0.097218497,-0.079709617,-0.11110685,-0.089673319,-0.12499521,-76.278597,-36.30176,-152.55719,-72.603519,-228.83579,-108.90528,-305.11439,-145.20704,-381.39298,-181.5088,-457.67158,-217.81056,-533.95018,-254.11232,-610.22877,-290.41408,-686.50737,-326.71584
3.5625,-0.0092194875,-0.013289182,-0.018438975,-0.026578365,-0.027658462,-0.039867547,-0.03687795,-0.05315673,-0.046097437,-0.066445912,-0.055316925,-0.079735095,-0.064536412,-0.093024277,-0.0737559,-0.10631346,-0.082975387,-0.11960264,-73.574756,-32.318472,-147.14951,-64.636944,-220.72427,-96.955416,-294.29903,-129.27389,-367.87378,-161.59236,-441.44854,-193.91083,-515.02329,-226.2293,-588.59805,-258.54778,-662.17281,-290.86625
3.5750,-0.0084586919,-0.012667845,-0.016917384,-0.025335691,-0.025376076,-0.038003536,-0.033834768,-0.050671382,-0.04229346,-0.063339227,-0.050752152,-0.076007073,-0.059210844,-0.088674918,-0.067669536,-0.10134276,-0.076128227,-0.11401061,-70.748213,-28.277061,-141.49643,-56.554122,-212.24464,-84.831182,-282.99285,-113.10824,-353.74107,-141.3853,-424.48928,-169.66236,-495.23749,-197.93943,-565.9857,-226.21649,-636.73392,-254.49355
3.5875,-0.0076826837,-0.012025382,-0.015365367,-0.024050764,-0.023048051,-0.036076146,-0.030730735,-0.048101528,-0.038413419,-0.06012691,-0.046096102,-0.072152291,-0.053778786,-0.084177673,-0.06146147,-0.096203055,-0.069144154,-0.10822844,-67.803681,-24.184794,-135.60736,-48.369588,-203.41104,-72.554382,-271.21472,-96.739177,-339.0184,-120.92397,-406.82208,-145.10876,-474.62576,-169.29356,-542.42945,-193.47835,-610.23313,-217.66315
3.6000,-0.0068928585,-0.011362863,-0.013785717,-0.022725727,-0.020678575,-0.03408859,-0.027571434,-0.045451453,-0.034464292,-0.056814316,-0.041357151,-0.06817718,-0.048250009,-0.079540043,-0.055142868,-0.090902906,-0.062035726,-0.10226577,-64.74607,-20.049032,-129.49214,-40.098064,-194.23821,-60.147096,-258.98428,-80.196128,-323.73035,-100.24516,-388.47642,-120.29419,-453.22249,-140.34322,-517.96856,-160.39226,-582.71463,-180.44129
3.6125,-0.0060906366,-0.010681394,-0.012181273,-0.021362789,-0.01827191,-0.032044183,-0.024362547,-0.042725578,-0.030453183,-0.053406972,-0.03654382,-0.064088366,-0.042634456,-0.074769761,-0.048725093,-0.085451155,-0.05481573,-0.09613255,-61.58048,-15.877212,-123.16096,-31.754425,-184.74144,-47.631637,-246.32192,-63.508849,-307.9024,-79.386062,-369.48288,-95.263274,-431.06336,-111.14049,-492.64384,-127.0177,-554.22432,-142.89491
3.6250,-0.005277461,-0.0099821119,-0.010554922,-0.019964224,-0.015832383,-0.029946336,-0.021109844,-0.039928447,-0.026387305,-0.049910559,-0.031664766,-0.059892671,-0.036942227,-0.069874783,-0.042219688,-0.079856895,-0.047497149,-0.089839007,-58.312191,-11.676838,-116.62438,-23.353676,-174.93657,-35.030514,-233.24876,-46.707352,-291.56095,-58.38419,-349.87315,-70.061028,-408.18534,-81.737867,-466.49753,-93.414705,-524.80972,-105.09154
3.6375,-0.004454794,-0.0092661818,-0.0089095881,-0.018532364,-0.013364382,-0.027798545,-0.017819176,-0.037064727,-0.02227397,-0.046330909,-0.026728764,-0.055597091,-0.031183558,-0.064863273,-0.035638352,-0.074129455,-0.040093146,-0.083395636,-54.946652,-7.4554634,-109.8933,-14.910927,-164.83996,-22.36639,-219.78661,-29.821854,-274.73326,-37.277317,-329.67991,-44.73278,-384.62657,-52.188244,-439.57322,-59.643707,-494.51987,-67.099171
3.6500,-0.0036241153,-0.0085347983,-0.0072482305,-0.017069597,-0.010872346,-0.025604395,-0.014496461,-0.034139193,-0.018120576,-0.042673991,-0.021744692,-0.05120879,-0.025368807,-0.059743588,-0.028992922,-0.068278386,-0.032617037,-0.076813185,-51.489478,-3.2206803,-102.97896,-6.4413607,-154.46843,-9.662041,-205.95791,-12.882721,-257.44739,-16.103402,-308.93687,-19.324082,-360.42634,-22.544762,-411.91582,-25.765443,-463.4053,-28.986123
3.6625,-0.0027869187,-0.007789181,-0.0055738373,-0.015578362,-0.008360756,-0.023367543,-0.011147675,-0.031156724,-0.013934593,-0.038945905,-0.016721512,-0.046735086,-0.019508431,-0.054524267,-0.022295349,-0.062313448,-0.025082268,-0.070102629,-47.946432,1.019895,-95.892865,2.03979,-143.8393,3.059685,-191.78573,4.07958,-239.73216,5.099475,-287.67859,6.1193701,-335.62503,7.1392651,-383.57146,8.1591601,-431.51789,9.1790551
